"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"VOGELXO","TESTOSTERONE","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"VOLTAREN","DICLOFENAC SODIUM","TABLET, DELAYED RELEASE;ORAL","019201","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019201s048lbl.pdf#page=18"
"VOLTAREN ARTHRITIS PAIN","DICLOFENAC SODIUM","GEL;TOPICAL","022122","GLAXOSMITHKLINE CONS","11/29/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22"
"VOLTAREN-XR","DICLOFENAC SODIUM","TABLET, EXTENDED RELEASE;ORAL","020254","NOVARTIS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020254s030lbl.pdf#page=18"
"VOTRIENT","PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","022465","NOVARTIS","01/25/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022465s031s032lbl.pdf#page=27"
"VRAYLAR","CARIPRAZINE HYDROCHLORIDE","CAPSULE;ORAL","204370","ALLERGAN","11/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204370s012lbl.pdf#page=46"
"VYVANSE","LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","021977","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
"VYVANSE","LISDEXAMFETAMINE DIMESYLATE","TABLET, CHEWABLE;ORAL","208510","TAKEDA PHARMS USA","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
"WEGOVY","SEMAGLUTIDE","SOLUTION;SUBCUTANEOUS","215256","NOVO","11/27/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215256s015lbl.pdf#page=35"
"WELIREG","BELZUTIFAN","TABLET;ORAL","215383","MERCK SHARP DOHME","02/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215383s006lbl.pdf#page=17"
"WELLBUTRIN","BUPROPION HYDROCHLORIDE","TABLET;ORAL","018644","GLAXOSMITHKLINE","05/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018644s057lbl.pdf#page=32"
"WELLBUTRIN SR","BUPROPION HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","020358","GLAXOSMITHKLINE","05/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020358s064lbl.pdf#page=34"
"WELLBUTRIN XL","BUPROPION HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","021515","BAUSCH","05/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021515s044lbl.pdf#page=29"
"WEZLANA","USTEKINUMAB-AUUB","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761331","AMGEN INC","10/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
"WEZLANA","USTEKINUMAB-AUUB","INJECTABLE;SUBCUTANEOUS, INTRAVENOUS","761285","AMGEN INC","10/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
"XALKORI","CRIZOTINIB","CAPSULE;ORAL","202570","PF PRISM CV","09/07/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202570s036lbl.pdf#page=46"
"XANAX","ALPRAZOLAM","TABLET;ORAL","018276","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf#page=22"
"XANAX XR","ALPRAZOLAM","TABLET, EXTENDED RELEASE;ORAL","021434","UPJOHN","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021434s022lbl.pdf#page=23"
"XARELTO","RIVAROXABAN","FOR SUSPENSION;ORAL","215859","JANSSEN PHARMS","02/08/2023","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215859s000lbl.pdf#page=77"
"XARELTO","RIVAROXABAN","TABLET;ORAL","202439","JANSSEN PHARMS","03/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"XARELTO","RIVAROXABAN","TABLET;ORAL","022406","JANSSEN PHARMS","02/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
"XARTEMIS XR","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","204031","MALLINCKRODT INC","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34"
"XCOPRI","CENOBAMATE","TABLET;ORAL","212839","SK LIFE","04/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212839s006s007lbl.pdf#page=25"
"XELJANZ","TOFACITINIB CITRATE","SOLUTION;ORAL","213082","PFIZER","09/27/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
"XELJANZ","TOFACITINIB CITRATE","TABLET;ORAL","203214","PF PRISM CV","09/27/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
"XELJANZ XR","TOFACITINIB CITRATE","TABLET, EXTENDED RELEASE;ORAL","208246","PFIZER","09/27/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
"XELSTRYM","DEXTROAMPHETAMINE","SYSTEM;TRANSDERMAL","215401","NOVEN PHARMACEUTICALS INC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215401s008lbl.pdf#page=28"
"XENAZINE","TETRABENAZINE","TABLET;ORAL","021894","BAUSCH","09/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24"
"Xeomin","incobotulinumtoxinA","INJECTABLE;INJECTION","125360","MERZ PHARMS","09/08/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125360s097lbl.pdf#page=23"
"XIAFLEX","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","SOLUTION; INJECTION","125338","AUXILIUM PHARMS","07/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125338s111lbl.pdf#page=33"
"XIGDUO XR","DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","06/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205649s021lbl.pdf#page=59"
"XOLAIR","OMALIZUMAB","VIAL","103976","GENENTECH","02/16/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103976s5242lbl.pdf#page=37"
"XOSPATA","GILTERITINIB FUMARATE","TABLET;ORAL","211349","ASTELLAS","01/12/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf#page=18"
"XPOVIO","SELINEXOR","TABLET;ORAL","212306","KARYOPHARM THERAPS","07/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212306s010lbl.pdf#page=31"
"XTAMPZA ER","OXYCODONE","CAPSULE, EXTENDED RELEASE;ORAL","208090","COLLEGIUM PHARM INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208090s021lbl.pdf#page=40"
"XTRELUS","HYDROCODONE BITARTRATE;GUAIFENESIN","TABLET;ORAL","208085","ECI PHARMACEUTICALS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208085s002lbl.pdf#page=22"
"XULTOPHY 100/3.6","INSULIN DEGLUDEC; LIRAGLUTIDE","SOLUTION;SUBCUTANEOUS","208583","NOVO","07/10/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208583s021lbl.pdf#page=42"
"XYOSTED (AUTOINJECTOR)","TESTOSTERONE ENANTHATE","SOLUTION;SUBCUTANEOUS","209863","ANTARES PHARMA INC","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209863s000lbl.pdf#page=16"
"XYREM","SODIUM OXYBATE","SOLUTION;ORAL","021196","JAZZ PHARMS","05/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021196s042lbl.pdf#page=26"
"XYWAV","CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE","SOLUTION;ORAL","212690","JAZZ","05/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212690s011lbl.pdf#page=29"
"YERVOY","IPILIMUMAB","INJECTABLE; INJECTION","125377","BRISTOL MYERS SQUIBB","02/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125377s129lbl.pdf#page=72"
"YESINTEK","USTEKINUMAB-KFCE","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761406","BIOCON BIOLOGICS INC","Invalid date","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761406s000lbl.pdf#page=37"
"YOSPRALA","ASPIRIN; OMEPRAZOLE","TABLET, DELAYED RELEASE;ORAL","205103","GENUS LIFESCIENCES","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/205103s010lbl.pdf#page=29"
"YUFLYMA","ADALIMUMAB-AATY","INJECTABLE;SUBCUTANEOUS","761219","CELLTRION","08/16/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761219s011lbl.pdf#page=43"
"YUSIMRY","ADALIMUMAB-AQVH","INJECTABLE;INJECTION","761216","COHERUS BIOSCIENCES INC","09/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761216s004lbl.pdf#page=56"
"ZARONTIN","ETHOSUXIMIDE","CAPSULE;ORAL","012380","PARKE DAVIS","10/28/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf"
"ZEGERID","OMEPRAZOLE; SODIUM BICARBONATE","FOR SUSPENSION;ORAL","021636","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"ZEGERID","OMEPRAZOLE; SODIUM BICARBONATE","CAPSULE;ORAL","021849","SALIX","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
"ZELBORAF","VEMURAFENIB","TABLET;ORAL","202429","HOFFMANN LA ROCHE","05/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21"
"ZENPEP","PANCRELIPASE;LIPASE;PROTEASE;AMYLASE","CAPSULE, DELAYED RELEASE;ORAL","022210","AIMMUNE","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022210s024lbl.pdf#page=14"
"ZENPEP","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","CAPSULE, DELAYED RELEASE;ORAL","022210","ZENPEP","02/28/2024","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf"
"ZEPOSIA","OZANIMOD HYDROCHLORIDE","CAPSULE;ORAL","209899","CELGENE INTL","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209899s006s009lbl.pdf#page=25"
"ZERIT","STAVUDINE","FOR SOLUTION;ORAL","020413","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"ZIAGEN","ABACAVIR SULFATE","SOLUTION;ORAL","020978","VIIV HLTHCARE","11/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020977s035,020978s038lbl.pdf#page=27"
"ZILBRYSQ","ZILUCOPLAN","INJECTABLE;SUBCUTANEOUS","216834","UCB INC","04/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216834s000lbl.pdf#page=20"
"ZINBRYTA","DACLIZUMAB","INJECTABLE;INJECTION","761029","BIOGEN","11/01/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24"
"ZIPSOR","DICLOFENAC POTASSIUM","CAPSULE;ORAL","022202","ASSERTIO","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022202s016lbl.pdf#page=24"
"ZITUVIMET","SITAGLIPTIN, METFORMIN HYDROCHLORIDE","TABLET;ORAL","216743","ZYDUS PHARMACEUTICALS","11/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216743s000lbl.pdf#page=38"
"ZITUVIO","SITAGLIPTIN","TABLET;ORAL","211566","ZYDUS PHARMACEUTICALS INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211566s000lbl.pdf#page=33"
"ZOHYDRO ER","HYDROCODONE BITARTRATE","CAPSULE, EXTENDED RELEASE;ORAL","202880","RECRO GAINESVILLE","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202880s020lbl.pdf#page=30"
"ZOLOFT","SERTRALINE HYDROCHLORIDE","CONCENTRATE;ORAL","020990","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"ZOLOFT","SERTRALINE HYDROCHLORIDE","TABLET;ORAL","019839","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE","TABLET;ORAL","076062","STRIDES PHARMA","03/07/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf"
"ZOLPIDEM TARTRATE CAPSULES","ZOLPIDEM TARTRATE","CAPSULE;ORAL","215721","Almatica Pharma","05/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215721s000lbl.pdf#page=27"
"ZOLPIMIST","ZOLPIDEM TARTRATE","SPRAY, METERED;ORAL","022196","AYTU","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19"
"ZONEGRAN","ZONISAMIDE","CAPSULE;ORAL","020789","CONCORDIA","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25"
"ZONISADE","ZONISAMIDE","SUSPENSION;ORAL","214273","AZURITY","07/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214273s000lbl.pdf#page=27"
"ZONTIVITY","VORAPAXAR SULFATE","TABLET;ORAL","204886","XSPIRE PHARMA","11/07/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf"
"ZORTRESS","EVEROLIMUS","TABLET;ORAL","021560","NOVARTIS","02/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021560s033lbl.pdf#page=31"
"ZORVOLEX","DICLOFENAC","CAPSULE;ORAL","204592","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204592s014lbl.pdf#page=26"
"ZTALMY","GANAXOLONE","SUSPENSION;ORAL","215904","MARINUS PHARMACEUTICALS","06/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215904s003s004lbl.pdf#page=16"
"ZUBSOLV","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","TABLET;SUBLINGUAL","204242","OREXO US INC","03/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204242s027lbl.pdf#page=19"
"ZULRESSO","BREXANOLONE","SOLUTION;INTRAVENOUS","211371","SAGE THERAP","10/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211371s007lbl.pdf#page=20"
"ZURAMPIC","LESINURAD","TABLET;ORAL","207988","IRONWOOD PHARMS INC","08/04/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17"
"ZURZUVAE","ZURANOLONE","CAPSULE;ORAL","217369","BIOGEN INC","08/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217369Orig2s000Corrected_lbl.pdf#page=22"
"ZUTRIPRO","CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE","SOLUTION;ORAL","022439","PERSION","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28"
"ZYBAN","BUPROPION HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","020711","GLAXOSMITHKLINE","03/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020711s052lbl.pdf#page=38"
"ZYDELIG","IDELALISIB","TABLET;ORAL","205858","GILEAD SCIENCES INC","07/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205858s016lbl.pdf#page=25"
"ZYMFENTRA","INFLIXIMAB-DYYB","INJECTABLE;SUBCUTANEOUS","761358","CELLTRION USA","02/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761358s000lbl.pdf#page=30"
"ZYNYZ","RETIFANLIMAB-DLWR","INJECTABLE;INTRAVENOUS","761334","INCYTE","04/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761334s000lbl.pdf#page=18"
"ZYPREXA","OLANZAPINE","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"ZYPREXA","OLANZAPINE","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"ZYPREXA RELPREVV","OLANZAPINE PAMOATE","SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","022173","ELI LILLY CO","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022173s036lbl.pdf#page=29"
"ZYPREXA ZYDIS","OLANZAPINE","TABLET, ORALLY DISINTEGRATING;ORAL","021086","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
